filename,dominant_material,pct_acm,pct_brick,pct_dec_stone,pct_fibercement,pct_metal,pct_stucco,pct_vinyl,wwr
CMX_457-59_e_gir.jpg,stucco,0,0,0,9,0,91,0,0.208
CMX_461-63_e_gir.jpg,brick,0,100,0,0,0,0,0,0.098
CMX_465-67_e_gir.jpg,stucco,0,0,0,0,0,100,0,0.118
CMX_601_e_girard.jpg,stucco,0,44.5,0,0,0,55.5,0,0.196
RM_1224_e_columbia.jpg,brick,0,100,0,0,0,0,0,0.148
RM_1767_frank.jpg,metal,0,0,0,0,100,0,0,0.251
RS_1032_ecol.jpg,metal,19.1,24.2,0,0,56.6,0,0,0.263
RS_1033_e_palmer.jpg,brick,0,100,0,0,0,0,0,0.09
RS_1036_ecol.jpg,brick,0,100,0,0,0,0,0,0.162
RS_1100_marlborough.jpg,dec_stone,0,0,100,0,0,0,0,0.095
RS_1104_marlborough.jpg,brick,0,100,0,0,0,0,0,0.163
RS_1106_ecol.jpg,brick,0,100,0,0,0,0,0,0.175
RS_1107_ecol.jpg,brick,0,100,0,0,0,0,0,0.154
RS_1107_marlborough.jpg,dec_stone,0,0,100,0,0,0,0,0.088
RS_1108_ecol_update.png,metal,0,33.9,0,0,66.1,0,0,0.196
RS_1110_ecol.jpg,stucco,0,0,0,0,0,100,0,0.224
RS_1111_shackamaxon.jpg,vinyl,0,0,0,0,0,0,100,0.113
RS_1113_ecol.jpg,brick,0,51.4,0,0,0,0,48.6,0.205
RS_1113_shackamaxon.jpg,stucco,0,0,0,0,0,100,0,0.118
RS_1115_ecol.jpg,brick,0,100,0,0,0,0,0,0.231
RS_1116_day.jpg,brick,0,72.8,0,0,27.2,0,0,0.149
RS_1116_oxford.jpg,stucco,0,0,0,0,0,100,0,0.249
RS_1117_e_wilt.jpg,vinyl,0,0,48.6,0,0,0,51.4,0.12
RS_1117_ecol.jpg,brick,0,100,0,0,0,0,0,0.152
RS_1117_shackamaxon.jpg,brick,0,72.2,0,27.8,0,0,0,0.128
RS_1118_ecol.jpg,stucco,0,0,0,0,0,100,0,0.084
RS_1123_montgomery.jpg,vinyl,0,0,0,0,0,0,100,0.164
RS_1131_shackamaxon.jpg,metal,0,45,0,0,55,0,0,0.106
RS_1135_shackamaxon.jpg,brick,0,100,0,0,0,0,0,0.102
RS_1204_ecol.jpg,dec_stone,0,0,100,0,0,0,0,0.237
RS_1204_marlborough.jpg,brick,0,100,0,0,0,0,0,0.128
RS_1207_ecol.jpg,vinyl,0,0,38.3,0,0,0,61.7,0.203
RS_1209_ecol.jpg,brick,0,60.3,39.7,0,0,0,0,0.222
RS_1211_17_day.png,brick,37.2,62.8,0,0,0,0,0,0.061
RS_1213_epalmer.png,brick,0,54,0,46,0,0,0,0.219
RS_1214_shackamaxon.png,vinyl,0,0,0,0,0,0,100,0.148
RS_1215_epalmer.png,stucco,0,0,0,0,0,100,0,0.169
RS_1217_epalmer.png,stucco,0,0,0,0,0,100,0,0.123
RS_1219_epalmer.png,,0,0,0,0,0,0,0,0.16
RS_1219_oxford.jpg,vinyl,0,0,0,0,0,0,100,0.278
RS_1221_day.png,stucco,0,0,0,0,0,100,0,0.225
RS_1221_ecol.jpg,stucco,0,0,0,0,0,100,0,0.139
RS_1221_epalmer.png,stucco,0,0,0,0,0,100,0,0.192
RS_1223_day.png,brick,0,100,0,0,0,0,0,0.236
RS_1224_oxford.jpg,stucco,0,0,0,0,0,100,0,0.258
RS_1225_day_update.png,stucco,0,0,0,0,0,100,0,0.102
RS_1226_oxford.jpg,stucco,0,0,0,0,0,100,0,0.138
RS_1227_day.png,brick,0,100,0,0,0,0,0,0.152
RS_1228_ecol.jpg,vinyl,0,0,0,0,0,0,100,0.241
RS_1229_day.png,stucco,0,0,17,0,0,83,0,0.145
RS_1230_e_oxford.jpg,brick,0,100,0,0,0,0,0,0.155
RS_1230_ecol.jpg,vinyl,0,0,0,0,0,0,100,0.228
RS_1231_day.png,stucco,0,0,0,0,0,100,0,0.212
RS_1233_day.png,stucco,0,0,0,0,0,100,0,0.149
RS_1234_marlborough.jpg,dec_stone,0,0,100,0,0,0,0,0.14
RS_1234-36_montgomery.jpg,vinyl,0,0,0,0,0,0,100,0.171
RS_1235_day.png,stucco,0,0,0,0,0,100,0,
RS_1237_39_day.png,brick,0,66.6,0,0,0,33.4,0,0.15
RS_1240_e_palmer.jpg,dec_stone,0,0,100,0,0,0,0,0.107
RS_1240_montgomery.jpg,brick,0,73.2,0,0.4,26.5,0,0,0.078
RS_1243_day.png,brick,0,100,0,0,0,0,0,0.154
RS_1245_day.png,brick,0,100,0,0,0,0,0,0.153
RS_1247_day.png,brick,0,100,0,0,0,0,0,0.111
RS_1247_marlborough.png,acm,100,0,0,0,0,0,0,0.168
RS_1249_marlborough.png,stucco,0,0,0,0,0,100,0,0.16
RS_1251_e_sus.jpg,fibercement,0,0,0,100,0,0,0,0.228
RS_1300_ecol.jpg,stucco,0,0,0,0,0,100,0,0.159
RS_1300_marlborough.png,stucco,0,0,0,0,0,100,0,0.182
RS_1301_marlborough.png,stucco,0,0,0,0,0,100,0,0.183
RS_1301_montgomery.jpg,stucco,0,0,0,0,0,100,0,0.107
RS_1307_montgomery.jpg,vinyl,0,0,0,0,0,0,100,0.156
RS_1309_marlborough.png,stucco,0,0,0,0,0,100,0,0.112
RS_1310_e_hewson.png,brick,0,78.8,0,0,0,21.2,0,0.107
RS_1310_e_oxford.png,dec_stone,0,0,100,0,0,0,0,0.118
RS_1311_e_hewson.png,stucco,0,0,0,19.4,0,80.6,0,0.126
RS_1312_e_hewson.png,brick,0,100,0,0,0,0,0,0.126
RS_1313_e_hewson.png,brick,0,77.1,0,0,0,22.9,0,0.231
RS_1313_e_palmer.jpg,brick,0,100,0,0,0,0,0,0.171
RS_1314_e_hewson.png,brick,0,100,0,0,0,0,0,0.12
RS_1315_e_hewson.png,stucco,0,0,0,22.6,0,77.4,0,0.099
RS_1316_e_hewson.png,brick,39.7,60.3,0,0,0,0,0,0.197
RS_1316_marlborough.png,fibercement,0,0,15.5,84.5,0,0,0,0.193
RS_1317_e_hewson.png,brick,0,100,0,0,0,0,0,0.179
RS_1317_montgomery.jpg,dec_stone,0,0,100,0,0,0,0,0.162
RS_1318_e_hewson.png,acm,76.6,0,0,13.9,0,9.4,0,0.062
RS_1320_e_hewson.png,fibercement,0,0,0,66.2,0,33.8,0,0.188
RS_1321_e_hewson.png,brick,0,100,0,0,0,0,0,0.151
RS_1323_e_hewson.png,stucco,0,29.5,0,21.1,0,49.4,0,0.103
RS_1323_montgomery.jpg,vinyl,0,0,0,0,0,0,100,0.199
RS_1324_e_hewson.png,brick,0,75.9,0,24.1,0,0,0,0.1
RS_1325_e_hewson.png,brick,0,62,0,0,38,0,0,0.102
RS_1326_e_hewson.png,brick,0,100,0,0,0,0,0,0.144
RS_1328_e_hewson_update.jpg,vinyl,0,0,0,0,0,0,100,0.11
RS_1329_e_hewson.png,brick,0,100,0,0,0,0,0,0.188
RS_1330_e_hewson.png,stucco,0,0,0,0,0,100,0,0.199
RS_1331_e_hewson.png,vinyl,0,16,0,0,0,0,84,0.088
RS_1332_e_hewson.png,brick,0,59.7,0,0,0,0,40.3,0.063
RS_1334_e_hewson.png,brick,0,59.8,0,0,0,0,40.2,0.145
RS_1335_e_hewson.png,vinyl,0,0,0,0,0,0,100,0.081
RS_1336_e_hewson.png,brick,0,59.8,0,0,0,0,40.2,0.137
RS_1336_ecol.jpg,stucco,0,0,0,0,0,100,0,0.184
RS_1337_e_hewson_update.jpg,brick,0,100,0,0,0,0,0,0.127
RS_1338_e_hewson.png,vinyl,0,0,0,0,0,0,100,0.171
RS_1339_marlborough.png,vinyl,0,0,36.3,0,0,0,63.7,0.139
RS_1340_e_hewson.png,brick,0,57.8,0,0,0,0,42.2,0.115
RS_1341_e_hewson.png,brick,0,100,0,0,0,0,0,0.129
RS_1342_crease.jpg,brick,0,55.9,0,0,44.1,0,0,0.094
RS_1342_e_hewson.png,brick,0,100,0,0,0,0,0,0.091
RS_1343_e_hewson.png,stucco,0,0,0,0,0,100,0,0.084
RS_1344_crease.jpg,brick,0,59.9,0,0,40.1,0,0,0.088
RS_1344_e_hewson.png,vinyl,0,48.7,0,0,0,0,51.3,0.2
RS_1345_e_hewson.png,brick,0,100,0,0,0,0,0,0.191
RS_1345_ecol.jpg,vinyl,0,0,34.4,0,0,0,65.6,0.266
RS_1345_montgomery.jpg,vinyl,0,0,0,0,0,0,100,0.177
RS_1346_crease.jpg,brick,0,50.2,0,0,49.8,0,0,0.094
RS_1346_e_hewson.png,vinyl,0,19.4,0,0,0,0,80.6,0.18
RS_1347_e_hewson.png,brick,0,100,0,0,0,0,0,0.127
RS_1348_crease.jpg,brick,0,59,0,0,41,0,0,0.089
RS_1348_e_hewson.png,brick,0,55.8,0,0,0,44.2,0,0.211
RS_1349_e_hewson.png,vinyl,0,0,0,0,0,0,100,0.087
RS_1350_crease.jpg,brick,0,57.2,0,0,42.8,0,0,0.084
RS_1350_e_hewson.png,stucco,0,0,0,0,0,68.9,31.1,0.119
RS_1351_e_hewson.png,vinyl,0,0,0,0,0,0,100,0.189
RS_1352_crease.jpg,brick,0,57.4,0,0,42.6,0,0,0.093
RS_1352_e_hewson.png,stucco,0,0,0,0,0,100,0,0.163
RS_1352_ecol.jpg,vinyl,0,0,0,0,0,0,100,0.243
RS_1353_e_hewson.png,brick,0,100,0,0,0,0,0,0.111
RS_1354_crease.jpg,brick,0,60.9,0,0,39.1,0,0,0.08
RS_1354_ecol.jpg,vinyl,0,0,0,0,0,0,100,0.226
RS_1355_e_hewson.png,dec_stone,0,0,100,0,0,0,0,0.266
RS_1356_58_e_hewson.png,brick,0,66.2,0,0,0,33.8,0,0.134
RS_1356_crease.jpg,brick,0,52.3,0,0,47.7,0,0,0.189
RS_1357_e_hewson.png,brick,0,100,0,0,0,0,0,0.169
RS_1358_crease.jpg,brick,0,65.1,0,0,34.9,0,0,0.139
RS_1359_e_hewson.png,brick,0,100,0,0,0,0,0,0.184
RS_1360_crease.jpg,brick,0,57.6,0,0,42.4,0,0,0.158
RS_1361_e_hewson.png,brick,0,100,0,0,0,0,0,0.185
RS_1362_crease.jpg,brick,0,61.6,0,0,38.4,0,0,0.163
RS_1364_crease.jpg,brick,0,60,0,0,40,0,0,0.089
RS_1401_e_columbia.jpg,brick,0,68.9,0,31.1,0,0,0,0.23
RS_1401_ewilt.png,brick,0,52,0,0,0,0,48,0.181
RS_1401_marlborough.jpg,metal,0,40.4,0,0,59.6,0,0,0.176
RS_1403_ewilt.png,brick,0,100,0,0,0,0,0,0.252
RS_1405_emerick.png,stucco,0,0,0,0,0,69,31,0.111
RS_1405_ewilt.png,brick,0,100,0,0,0,0,0,0.197
RS_1407_ewilt.png,brick,0,100,0,0,0,0,0,0.095
RS_1409_emerick.png,stucco,0,0,0,0,0,100,0,0.1
RS_1409_ewilt.png,brick,0,100,0,0,0,0,0,0.228
RS_1410_emerick.jpg,brick,0,71.4,0,0,28.6,0,0,0.204
RS_1411_emerick.png,stucco,0,0,0,0,0,100,0,0.143
RS_1411_ewilt.png,brick,0,100,0,0,0,0,0,0.224
RS_1412_emerick.jpg,brick,0,59.5,0,0,40.5,0,0,0.154
RS_1413_ewilt.jpg,brick,0,100,0,0,0,0,0,0.195
RS_1415_ewilt.jpg,brick,0,100,0,0,0,0,0,0.15
RS_1417_emerick.jpg,metal,0,0,0,45.9,54.1,0,0,0.107
RS_1417_ewilt.jpg,brick,0,71.9,14,0,0,14.1,0,0.276
RS_1419_ewilt.jpg,brick,0,100,0,0,0,0,0,0.142
RS_1421_ewilt.png,brick,0,100,0,0,0,0,0,0.222
RS_1423_ewilt_update.jpg,brick,0,100,0,0,0,0,0,0.123
RS_1443_e_col.jpg,vinyl,0,0,0,0,0,0,100,0.157
RS_1443_ecol.jpg,vinyl,0,0,0,0,0,0,100,0.172
RS_1446_ewilt.png,brick,0,100,0,0,0,0,0,0.184
RS_1448_ewilt.png,brick,0,100,0,0,0,0,0,0.223
RS_1450_ewilt.png,brick,0,100,0,0,0,0,0,0.087
RS_1452_ewilt.png,brick,0,100,0,0,0,0,0,0.172
RS_1456_ewilt.png,stucco,0,0,0,0,0,100,0,0.15
RS_1458_ewilt.png,brick,0,100,0,0,0,0,0,0.169
RS_1460_ewilt.png,stucco,0,0,12.9,0,0,87.1,0,0.145
RS_1462_ewilt.png,brick,0,100,0,0,0,0,0,0.27
RS_1464_ewilt.png,brick,0,100,0,0,0,0,0,0.181
RS_1466_ewilt.png,brick,0,100,0,0,0,0,0,0.265
RS_1467_ewilt.png,brick,0,92.2,0,0,0,7.8,0,0.168
RS_1468_ewilt.png,brick,0,100,0,0,0,0,0,0.192
RS_1469_ewilt.png,brick,0,100,0,0,0,0,0,0.155
RS_1470_ewilt.png,brick,0,100,0,0,0,0,0,0.194
RS_1471_ewilt.png,brick,0,100,0,0,0,0,0,0.224
RS_1472_ewilt.png,brick,0,100,0,0,0,0,0,0.223
RS_1473_ewilt_update.jpg,brick,0,100,0,0,0,0,0,0.148
RS_1474_ewilt.png,brick,0,100,0,0,0,0,0,0.19
RS_1476_ewilt.png,brick,0,100,0,0,0,0,0,0.158
